Duration,Team_Size,Budget,Past_Delays,Tech_Complexity,Risk_Level
6,6,67180,0,5,Medium
18,26,139688,6,2,Medium
17,24,236659,2,1,Low
33,29,157135,0,2,Low
16,4,184195,7,1,Medium
43,27,88481,6,5,High
6,16,103438,1,3,Low
36,4,141491,6,1,Medium
17,17,151844,2,4,Medium
50,14,86494,8,4,High
31,7,237167,7,4,High
53,22,84672,4,2,Medium
45,9,91821,6,2,Medium
21,26,99224,2,2,Low
44,23,264745,0,4,Medium
35,12,84796,0,1,Low
38,16,158554,1,4,Medium
28,16,296167,7,1,Low
49,7,275358,0,2,Low
39,20,243708,4,3,Medium
52,26,197807,8,2,High
10,16,69218,8,5,High
23,4,259766,1,1,Low
34,28,61017,6,3,High
11,14,49515,0,2,Low
14,24,238106,2,3,Low
45,26,31391,5,4,High
36,8,226278,8,1,Medium
38,6,139388,9,5,High
32,15,109720,1,4,Medium
19,6,172954,6,3,Medium
34,24,178345,3,2,Medium
41,16,75647,1,1,Medium
33,18,225964,2,5,Medium
26,6,72679,5,2,Medium
8,26,292571,9,5,Medium
24,27,258024,8,1,Low
36,3,96267,7,3,High
40,15,30799,9,5,High
54,6,37025,8,1,High
8,22,44481,3,5,High
31,20,257966,3,2,Low
21,8,135928,8,5,High
16,5,153014,7,2,Medium
26,25,81690,1,2,Low
21,15,82870,7,1,Medium
14,29,197207,0,4,Medium
58,18,116928,8,5,High
5,29,239870,8,3,Medium
26,7,100765,7,2,Medium
30,6,159941,4,4,Medium
22,23,53555,4,2,Medium
54,10,295232,2,4,High
18,21,75783,4,4,High
51,16,31115,3,3,High
33,9,229198,0,4,Medium
16,16,102908,8,3,Medium
40,8,99109,9,1,Medium
39,14,295122,3,2,Low
56,18,39422,2,3,High
16,19,204698,5,2,Low
11,15,119233,0,5,Medium
33,25,67743,4,1,High
15,16,231533,6,5,Medium
37,9,159000,1,5,Medium
10,16,59430,9,4,High
51,17,58834,8,4,High
19,14,54435,5,5,High
36,19,117212,1,4,Medium
55,11,85797,7,2,High
15,24,84555,7,4,High
27,17,115350,0,5,Medium
30,14,44716,0,4,Medium
38,4,90261,0,4,Medium
50,7,294139,3,3,Medium
38,15,52414,3,3,Medium
33,29,174916,7,5,High
8,22,197731,0,2,Low
21,25,45522,9,1,High
39,10,169596,2,1,Medium
17,29,60846,0,5,High
45,16,144930,8,2,Medium
43,17,236232,9,2,Medium
19,13,253734,8,2,Low
59,3,249739,6,3,High
33,23,153182,7,5,High
33,5,78591,0,1,Low
15,19,181786,4,2,Low
56,21,114106,1,5,High
36,16,108018,0,1,Low
6,24,194486,2,3,Medium
51,25,150832,6,4,High
18,10,116576,0,1,Low
24,15,240015,1,1,Low
26,29,284664,1,1,Low
15,22,206540,3,4,Medium
31,5,240774,2,2,Low
7,7,233180,2,4,Medium
21,11,122508,9,1,Medium
48,8,224405,4,3,Medium
32,27,72464,2,1,High
33,24,183995,6,3,High
25,4,146062,4,5,Medium
51,15,128384,3,3,High
20,7,228691,2,1,Low
41,29,207218,3,4,Medium
24,27,47140,1,1,Medium
10,10,294814,0,1,Low
23,25,74512,2,5,High
9,3,133565,1,2,Low
7,22,175763,0,1,Low
5,14,195334,0,5,Medium
42,25,215964,1,4,Medium
19,13,55595,8,5,High
38,9,218279,4,5,Medium
39,17,276661,8,3,Medium
53,24,194512,7,2,High
29,26,290300,5,2,Low
28,13,269644,0,4,Low
16,24,259820,9,5,Medium
22,28,238590,4,4,Medium
19,18,104191,0,4,Medium
48,5,130591,6,2,High
20,22,93753,9,2,Medium
31,16,90520,7,2,Medium
12,5,296152,7,1,Low
50,3,292640,6,5,High
29,28,150118,1,4,Medium
21,23,244418,4,5,Medium
33,17,146481,3,4,High
57,3,98259,4,4,High
12,19,79810,9,4,High
19,4,159926,8,4,High
31,22,34761,3,3,High
50,8,288414,7,3,High
54,10,46375,7,1,High
56,18,268117,1,2,Low
11,21,191637,5,4,High
7,3,132654,4,5,Medium
33,5,188145,1,3,Medium
48,5,230798,9,2,Medium
57,7,162955,3,1,Medium
28,29,210701,6,2,Low
7,14,225242,0,4,Low
24,14,104489,8,2,Medium
50,22,38381,9,4,High
19,15,174867,0,3,Low
29,22,92999,4,3,Medium
34,11,199564,6,4,High
18,9,181606,7,5,High
11,6,49996,1,3,Low
21,21,233161,3,5,Medium
48,24,135682,1,4,High
24,21,190477,3,4,Medium
40,8,287972,5,3,Medium
13,29,101325,5,5,High
42,15,58930,1,4,Medium
52,13,47529,3,3,High
26,15,83546,3,4,Medium
58,15,299692,0,2,Low
57,27,212088,1,2,Low
57,24,127780,2,3,High
6,22,292440,4,4,Medium
28,17,97945,7,3,Medium
12,23,89980,5,1,Medium
15,15,195301,2,3,Medium
17,24,126382,5,3,Medium
21,13,83444,6,2,Medium
12,21,290186,5,2,Low
25,10,188239,9,4,High
22,22,124527,5,3,Medium
34,10,113337,0,3,Medium
22,12,102894,2,4,Medium
50,28,93138,6,5,High
51,18,113038,3,4,High
35,21,168709,3,2,Medium
42,28,299066,6,2,Medium
36,25,123697,8,3,High
15,13,205793,1,2,Low
49,15,282097,8,4,High
29,11,230015,2,3,Low
37,22,154338,5,4,High
42,26,57843,3,4,High
45,21,170118,0,3,Medium
12,18,257997,8,5,Medium
15,9,156417,5,2,Medium
26,21,146585,7,1,Medium
55,14,60346,1,1,Medium
28,17,249356,6,1,Low
45,25,132391,5,2,Medium
21,16,173635,1,5,Medium
16,13,207132,1,4,Low
50,28,290609,3,3,Medium
36,12,151943,3,5,High
19,29,275534,2,1,Low
20,13,194762,7,2,Medium
58,8,255784,6,2,Medium
26,4,44925,1,3,Low
32,13,247859,2,4,Medium
24,21,113184,9,5,High
37,8,106515,8,5,High
14,16,229330,4,5,Medium
44,22,166427,1,4,Medium
36,8,255407,2,4,Medium
54,19,130854,7,4,High
37,12,204981,3,3,Medium
6,3,249678,1,2,Low
37,5,158501,1,1,Low
37,10,146361,5,4,High
45,10,214811,7,2,Medium
17,29,237892,6,4,Medium
34,22,117273,3,1,Medium
37,24,80818,1,4,Medium
17,17,181967,8,2,Medium
56,26,223481,3,3,Medium
30,9,148642,8,1,Medium
26,13,225428,4,2,Low
43,9,254083,6,5,High
6,6,125687,4,5,Medium
42,27,167098,1,5,Medium
43,14,171554,5,3,High
30,28,142105,6,4,High
50,8,143884,5,4,High
54,16,136968,2,4,High
19,14,251716,9,3,Medium
38,13,112001,7,5,High
46,21,69767,2,4,High
59,23,59550,4,3,High
48,7,174905,8,3,High
53,16,164042,4,2,Medium
44,23,128315,6,4,High
15,26,125494,6,5,High
7,18,157424,4,1,Low
10,27,112681,1,3,Low
13,15,210249,4,2,Low
10,27,282411,6,1,Low
13,24,222573,6,3,Medium
43,24,58900,3,2,High
35,27,44126,0,4,High
36,22,141198,5,2,Medium
45,24,231762,2,3,Medium
54,6,248816,4,4,High
16,13,246651,3,5,Medium
12,19,46978,1,2,Medium
12,9,86344,6,1,Medium
54,16,293199,4,4,High
32,28,105582,6,4,High
24,13,262459,8,5,Medium
51,24,111214,3,2,Medium
11,11,253232,4,1,Low
15,25,68725,8,5,High
24,15,275720,9,2,Low
20,25,83333,3,1,Low
8,20,291910,4,1,Low
10,13,195043,4,3,Medium
26,17,226221,7,1,Low
30,27,281831,3,2,Low
7,28,230122,3,5,Medium
45,27,236598,6,5,High
46,24,144832,4,3,High
18,21,173190,5,2,Medium
15,3,211601,5,1,Low
22,6,98682,5,3,Medium
58,16,253009,9,4,High
16,16,276553,4,2,Low
27,5,165486,4,3,Medium
16,19,113030,8,5,High
17,5,150360,7,3,Medium
29,18,165009,3,4,Medium
49,16,199737,6,2,High
55,22,144360,7,3,High
23,15,293894,8,1,Low
59,17,95018,4,2,Medium
50,16,270904,2,3,Medium
40,26,166817,3,3,Medium
49,27,222803,9,2,Medium
12,21,116984,5,5,High
33,8,222608,9,1,Medium
59,12,42150,4,2,Medium
57,29,180853,8,1,High
59,17,218489,2,1,Medium
36,23,48325,1,2,Medium
55,24,229756,5,3,High
48,22,234541,6,5,High
22,28,47669,4,1,Medium
10,8,237836,0,1,Low
22,25,162915,2,3,Medium
23,27,226681,2,2,Low
26,12,80812,3,5,Medium
41,9,282862,9,1,Medium
36,24,201840,5,1,Medium
45,19,55395,4,2,High
7,20,259707,0,3,Low
32,19,277181,5,4,High
14,11,234120,8,3,Medium
55,12,254839,0,1,Low
39,12,249882,7,1,Medium
33,27,133235,7,5,High
58,9,75510,2,3,High
19,18,117945,8,4,High
37,20,272802,7,5,High
11,8,280168,2,4,Medium
16,29,32881,9,5,High
53,22,141860,4,3,High
34,3,196415,2,1,Medium
25,3,169728,4,4,Medium
35,14,297885,8,3,Medium
28,23,177733,3,4,Medium
24,4,132566,5,3,Medium
41,6,101240,2,5,High
8,19,136898,2,3,Medium
32,6,239304,4,5,Medium
48,13,110522,7,1,High
24,24,175512,7,5,High
28,28,149107,2,2,Low
54,6,52462,7,1,High
53,3,122889,7,3,High
55,9,118952,2,3,High
36,20,223596,9,2,Medium
45,11,207505,9,3,Medium
40,5,251576,1,1,Low
57,10,249393,9,1,Medium
38,26,284084,1,5,Medium
40,21,159466,8,4,High
6,6,60531,6,3,Medium
19,20,44588,5,2,High
38,22,173452,6,1,Medium
40,29,203717,7,1,Medium
10,13,191929,0,1,Low
43,29,51711,7,4,High
46,16,166169,2,4,High
55,27,189465,2,3,High
55,20,190389,5,2,High
58,18,88480,3,4,High
16,5,299188,3,5,Medium
7,17,280309,3,4,Medium
49,29,85486,9,1,High
22,29,85162,8,2,Medium
44,6,240359,7,3,Medium
25,7,59882,2,4,Medium
19,19,84078,0,1,Low
37,9,268680,0,5,Medium
39,18,138730,0,5,Medium
30,16,204898,3,3,Low
12,28,128938,5,3,Medium
40,18,148319,3,4,High
52,9,62543,2,3,High
34,11,154279,7,1,Medium
27,6,59362,7,1,Medium
46,24,188818,5,1,High
48,13,272721,8,4,High
18,4,195229,9,4,High
18,14,172394,0,3,Low
6,14,99812,7,4,High
59,6,258208,5,1,Medium
41,20,158614,0,2,Low
9,28,126950,3,1,Low
42,23,204942,4,2,Low
49,9,94829,6,3,High
45,3,275602,7,5,High
58,28,40588,8,4,High
51,28,198217,5,4,High
18,25,238502,9,1,Low
43,28,164011,8,1,Medium
29,15,282856,3,2,Low
24,8,227639,7,4,Medium
6,8,171280,2,3,Medium
43,14,227170,3,1,Low
10,10,210564,9,4,Medium
21,26,50951,3,5,High
29,24,209992,5,2,Low
32,21,76766,8,1,High
6,7,189423,5,1,Medium
39,20,117122,0,3,Medium
41,7,113211,4,1,Medium
9,27,156534,8,4,High
5,12,38720,4,4,Medium
44,3,109993,5,4,High
16,12,249973,2,5,Medium
40,7,55905,7,5,High
49,14,234580,9,1,Medium
27,24,80385,3,5,Medium
51,29,60653,3,5,High
35,9,121865,4,3,Medium
15,11,155813,9,5,High
14,24,175871,8,2,Medium
7,23,221175,7,2,Low
58,14,278535,6,2,Medium
18,25,45052,4,1,Medium
20,3,167116,8,4,High
14,13,180943,8,3,Medium
33,23,250375,9,1,Medium
14,17,51381,9,4,High
16,4,178346,1,3,Low
34,22,273234,3,3,Medium
45,9,286017,7,3,Medium
5,23,265020,0,2,Low
9,14,79892,4,2,Low
24,24,211593,7,2,Low
12,20,244992,1,3,Low
47,5,286216,1,3,Medium
16,9,294038,7,2,Low
5,13,189359,9,3,Medium
58,20,288771,8,2,Medium
24,14,155702,6,2,Medium
32,8,103527,7,2,Medium
47,7,176511,4,4,High
41,28,255692,0,3,Low
51,3,188731,3,1,Medium
41,14,265311,1,2,Low
16,29,228937,2,1,Low
41,28,229378,2,4,Medium
53,13,86697,8,3,High
53,6,100382,9,2,High
48,29,210116,3,2,Medium
32,20,44633,1,2,Medium
51,6,109164,2,1,Medium
19,19,292713,2,4,Medium
10,4,153425,6,3,Medium
48,26,280220,7,4,High
24,24,210160,5,2,Low
54,4,234249,3,4,High
18,14,235538,5,1,Low
6,8,227865,0,5,Low
13,12,231466,9,5,Medium
41,27,217223,7,3,Medium
24,25,141174,0,3,Low
30,27,167980,4,4,Medium
33,23,98447,1,3,Medium
5,25,235599,5,1,Low
59,29,256301,8,2,Medium
39,18,85063,4,2,Medium
10,16,49340,3,4,High
41,9,92781,1,2,Low
57,21,40638,2,4,High
9,25,247986,5,3,Medium
37,19,251668,7,3,Medium
53,11,55378,7,1,High
55,28,148171,4,2,Medium
18,15,244801,4,1,Low
16,24,94377,9,5,High
46,7,290339,2,1,Medium
24,25,84691,6,4,High
57,7,121782,5,4,High
54,12,289896,0,1,Low
28,23,108343,3,3,Medium
47,29,151399,5,5,High
38,12,61357,5,1,Medium
29,29,100283,2,3,Medium
54,9,89567,5,1,High
33,28,267778,9,2,Medium
43,17,171758,5,4,High
35,9,91606,8,2,Medium
51,29,131732,8,2,High
47,17,221791,1,5,Medium
54,5,279465,3,3,Medium
27,21,254589,8,4,Medium
48,12,44026,3,2,Medium
42,17,139384,7,4,High
24,5,282771,9,3,Medium
27,8,88031,2,1,Low
49,14,98232,2,2,Medium
56,17,173084,8,3,High
20,8,266503,9,4,Medium
54,15,117695,7,3,High
46,21,160066,0,1,Medium
59,5,168982,9,3,High
12,10,294837,1,4,Low
54,10,145313,2,2,Medium
25,25,58810,1,2,Medium
5,28,50092,2,5,High
59,22,88105,7,4,High
12,17,191577,5,5,High
33,6,234300,6,5,High
36,21,101934,9,1,Medium
42,23,102788,9,4,High
9,5,185223,5,2,Medium
51,15,158068,0,4,High
26,10,30036,2,1,Low
51,25,69051,0,4,High
38,18,110738,9,4,High
5,15,90071,8,5,High
59,5,160613,8,4,High
59,18,103601,4,5,High
30,11,59873,3,5,Medium
47,16,197720,8,3,High
14,15,101468,8,1,Medium
34,23,226201,2,5,Medium
54,27,38328,4,4,High
22,9,167405,2,5,Medium
21,17,281519,9,5,Medium
30,9,151173,1,5,Medium
12,8,76638,0,2,Low
51,4,231675,9,2,Medium
44,11,143920,1,2,Low
53,24,201813,7,2,Medium
16,26,37887,7,3,High
31,19,258978,2,5,Medium
12,7,54918,6,3,Medium
29,14,222081,6,4,Medium
50,3,132201,1,1,Medium
8,12,240171,8,3,Medium
37,13,239496,2,2,Low
5,18,198410,1,2,Low
23,16,112494,2,4,Medium
35,10,245859,1,5,Medium
20,26,263853,7,1,Low
18,19,158279,4,3,Medium
57,27,111991,2,5,High
52,20,82132,4,5,High
9,14,285069,7,3,Medium
45,27,189156,6,3,High
30,19,182215,5,3,Medium
32,28,121627,0,3,Medium
6,16,152772,9,2,Medium
54,18,259415,0,5,Medium
10,16,171294,0,5,Medium
13,11,289013,9,2,Low
37,6,46116,7,5,High
45,27,212124,7,3,Medium
29,25,81369,6,1,Medium
52,13,209889,5,5,High
17,8,263982,3,1,Low
13,17,244275,0,1,Low
57,7,235383,8,2,Medium
17,13,218874,0,4,Low
35,27,77632,3,5,High
45,20,241284,2,2,Low
15,15,191848,6,2,Medium
8,13,221082,4,1,Low
38,16,243807,4,5,Medium
42,20,226523,3,2,Low
50,29,209884,0,3,Medium
8,27,265892,4,2,Low
42,21,243408,3,3,Medium
23,26,272718,9,4,Medium
10,29,222879,7,3,Medium
38,17,53086,1,3,High
22,11,115637,7,1,Medium
17,10,188279,0,2,Low
45,22,181969,3,4,High
27,3,93083,2,2,Low
23,6,125028,4,3,Medium
49,16,127551,4,3,High
15,27,168355,4,2,Low
5,4,124024,3,4,Medium
28,18,292399,7,4,Medium
58,5,237627,2,1,Medium
11,28,45487,3,3,High
29,10,49346,0,3,Low
25,8,91596,6,1,Medium
19,18,244469,0,2,Low
5,26,207175,1,3,Low
16,18,183048,6,2,Medium
11,9,36277,0,4,Medium
19,15,163332,2,5,Medium
25,15,270515,5,1,Low
23,7,290577,5,3,Medium
33,27,226955,5,1,Medium
29,22,270464,1,4,Low
37,24,288445,1,4,Medium
53,20,299013,5,4,High
36,17,124515,9,4,High
53,20,180494,4,5,High
39,4,196685,6,2,Medium
48,12,218088,6,2,Medium
42,25,90110,4,5,High
30,15,249601,7,2,Low
15,20,238994,9,4,Medium
39,17,290705,5,2,Medium
12,14,42938,4,1,Low
50,17,160842,3,2,Medium
18,15,294418,6,1,Low
14,20,180033,3,3,Medium
6,17,50044,4,1,Medium
50,27,129372,4,1,Medium
13,25,167046,0,4,Medium
7,13,51213,0,4,Medium
25,21,31950,2,4,High
30,5,284043,2,1,Low
12,9,246085,1,5,Low
52,23,178843,1,4,High
6,28,278966,5,4,Medium
10,16,168117,0,1,Low
32,16,59714,5,3,High
57,24,195458,4,3,High
33,15,42026,5,2,Medium
30,14,136147,4,3,Medium
29,26,61589,6,4,High
16,11,138199,0,5,Medium
9,3,238574,2,2,Low
38,21,244340,5,5,High
52,13,84708,0,5,High
41,25,100825,6,4,High
19,24,81574,3,1,Low
48,25,262409,2,1,Medium
40,26,216381,9,1,Medium
19,24,94230,8,3,Medium
47,21,284451,0,1,Low
52,20,277174,7,4,High
27,14,249700,0,3,Low
10,25,276514,4,1,Low
50,29,294491,9,5,High
54,3,256094,7,4,High
48,21,178182,5,4,High
47,29,223242,6,2,Medium
49,22,212873,7,4,High
25,19,154926,5,5,High
27,7,111147,5,4,High
47,28,49199,5,2,High
59,5,213208,4,4,High
20,4,250868,7,4,Medium
51,5,150787,1,2,Medium
57,10,144427,6,4,High
19,18,178063,3,3,Medium
29,8,183625,0,4,Medium
40,15,250782,4,1,Low
15,25,117493,2,1,Low
55,24,155607,3,3,High
19,24,276834,6,4,Medium
8,18,109876,4,5,Medium
25,18,197071,3,4,Medium
17,5,232959,0,1,Low
26,15,273722,5,2,Low
23,16,74440,9,3,High
38,10,61655,5,2,Medium
18,14,73039,6,5,High
8,25,102219,0,4,Medium
52,25,216061,3,5,High
57,24,124594,8,2,High
56,23,200623,9,4,High
50,28,224302,5,5,High
31,10,189950,1,1,Low
33,23,197229,3,1,Medium
51,27,35914,5,3,High
32,11,244772,3,1,Low
39,3,257561,9,1,Medium
12,8,217435,6,2,Low
20,25,125213,2,1,Low
46,21,67805,5,1,High
40,25,156599,3,2,Medium
34,13,183775,2,1,Medium
22,13,220093,2,1,Low
6,25,104176,1,3,Low
53,15,124799,2,1,Medium
17,13,128385,9,1,Medium
8,20,265654,0,3,Low
30,25,118919,2,2,Low
29,17,111462,8,1,Medium
34,3,209340,3,5,Medium
15,23,195320,2,2,Low
11,27,61159,7,2,High
35,9,72039,0,1,Low
48,25,262974,4,3,Medium
14,29,77800,0,2,Medium
43,15,124626,6,3,High
17,14,148368,4,5,Medium
35,20,204735,1,3,Low
11,26,110903,0,4,Medium
53,21,148998,6,3,High
46,17,271324,0,2,Low
46,10,263229,2,3,Medium
40,21,91748,5,3,High
24,12,71190,5,4,High
8,9,70318,6,4,High
58,20,198090,0,1,Medium
11,18,154078,6,2,Medium
58,22,69759,1,1,High
5,29,55989,5,4,High
48,8,186640,7,3,High
49,29,191171,4,4,High
46,11,65814,9,5,High
51,23,220766,2,3,Medium
17,15,90204,7,1,Medium
59,27,62844,7,3,High
26,23,278827,3,5,Medium
58,28,275256,7,4,High
25,10,51518,4,2,Low
26,18,53052,4,2,Medium
32,15,286346,2,2,Low
13,15,99803,6,4,High
30,19,101524,8,2,Medium
13,25,254582,8,5,Medium
19,22,97021,0,4,Medium
14,7,241321,0,2,Low
28,24,32419,9,1,High
46,23,217964,4,4,High
12,19,151831,0,4,Medium
28,11,274688,3,3,Low
20,4,131799,0,2,Low
53,27,224941,1,1,Low
30,28,206282,1,5,Low
31,20,138611,3,4,High
41,11,167559,7,5,High
8,8,92112,1,5,Medium
54,13,269040,8,5,High
28,27,263451,8,3,Medium
23,8,251490,1,5,Low
40,8,295161,0,2,Low
43,15,221196,9,2,Medium
14,13,277418,9,1,Low
29,16,251370,8,1,Low
22,4,219340,1,5,Low
23,10,96320,7,5,High
40,5,265067,2,3,Medium
14,25,242373,0,5,Low
37,23,210786,0,5,Medium
59,5,296890,9,5,High
54,3,95350,1,4,High
9,26,211417,6,4,Medium
51,21,270678,5,3,High
53,20,52063,1,3,High
39,19,147116,3,2,Medium
48,22,207043,1,3,Medium
38,26,164670,0,2,Low
37,15,40564,2,5,High
59,5,272124,3,3,Medium
25,3,257506,9,3,Medium
21,6,116134,4,3,Medium
26,27,135940,4,2,Low
52,15,92085,6,2,High
41,19,47862,9,1,High
19,13,170777,7,2,Medium
39,4,216351,8,2,Medium
32,27,92471,6,4,High
11,18,121080,4,3,Medium
36,4,138007,8,2,Medium
15,21,76104,7,3,High
14,25,70934,9,3,High
13,21,284606,8,4,Medium
18,27,36050,9,3,High
17,18,205024,7,2,Low
29,24,214750,5,3,Medium
6,21,61323,3,1,Medium
39,11,116332,8,1,Medium
11,3,285540,8,4,Medium
25,12,284547,9,2,Low
22,21,187591,9,4,High
7,3,85781,8,1,Medium
46,4,296013,9,2,Medium
58,18,37971,2,3,High
43,14,284927,2,2,Low
45,10,53446,5,5,High
53,25,287419,5,2,Medium
15,20,199180,5,3,Medium
43,4,33823,4,5,High
28,27,174526,4,4,Medium
50,15,165004,1,2,Medium
23,8,235162,6,4,Medium
8,23,97965,3,2,Low
30,28,171609,2,1,Low
42,8,135935,7,1,Medium
46,11,263705,3,3,Medium
36,18,283978,3,1,Low
43,13,174854,7,5,High
49,9,108004,0,5,High
50,12,52072,8,2,High
40,12,111015,6,4,High
44,27,255075,1,5,Medium
41,22,250010,5,2,Medium
37,20,102746,7,4,High
40,26,206774,4,1,Low
7,22,158259,5,2,Medium
13,11,60916,9,4,High
12,17,57268,7,3,High
37,6,205050,5,3,Medium
10,10,273966,8,5,Medium
45,11,53259,8,4,High
43,15,109400,8,3,High
8,11,141581,5,5,High
17,28,37043,8,2,High
53,6,211502,2,2,Medium
6,19,137009,4,4,Medium
9,18,239137,1,4,Low
48,17,191940,7,4,High
31,5,143259,3,4,High
36,27,130804,5,3,High
25,22,99000,5,3,Medium
12,7,114179,4,5,Medium
42,25,290226,0,3,Low
12,7,53880,6,2,Medium
54,22,231264,9,5,High
7,17,202438,7,3,Medium
58,20,275352,0,4,Medium
48,17,97396,9,3,High
7,4,86731,6,1,Medium
26,15,105010,3,5,Medium
10,6,279091,5,3,Medium
6,12,101326,8,3,Medium
27,15,278876,4,2,Low
48,12,39004,7,4,High
6,11,145018,4,4,Medium
42,10,55792,1,2,Low
21,5,84645,3,2,Low
39,18,37232,1,1,Medium
38,16,84766,6,5,High
27,11,150601,6,4,High
34,23,111588,2,2,Medium
56,13,209614,6,2,Medium
12,5,35913,0,5,Medium
26,7,142406,0,2,Low
48,12,143693,8,1,High
40,15,123449,5,5,High
9,6,40567,4,1,Low
17,26,68379,5,3,High
33,15,236040,5,4,High
35,14,292463,0,2,Low
51,7,120005,4,5,High
59,12,253098,8,1,Medium
20,26,34791,3,4,High
46,11,161401,2,4,High
34,22,235459,0,2,Low
59,9,91032,1,4,High
20,4,205150,2,2,Low
16,24,51300,3,3,High
21,26,85609,6,2,Medium
20,25,221634,5,1,Low
16,9,120045,7,4,High
12,10,297847,8,4,Medium
24,9,253717,5,4,Medium
7,23,249162,6,2,Low
20,25,57676,3,5,High
34,16,250412,1,2,Low
49,28,206512,8,1,Medium
27,21,197995,8,2,Medium
32,7,154786,3,4,High
55,25,98147,2,3,High
44,27,52075,9,1,High
58,20,235788,5,3,High
9,22,39304,2,1,Medium
24,14,159851,0,1,Low
44,25,89622,3,4,High
48,19,138654,0,2,Medium
5,15,279109,1,4,Low
34,4,69328,2,4,High
25,27,248348,7,4,Medium
24,15,66845,9,3,Medium
10,28,106394,3,1,Low
26,9,205231,3,5,Medium
22,12,110722,9,2,Medium
12,25,122554,8,4,High
43,8,79262,6,1,Medium
36,5,71722,1,2,Low
37,28,201231,2,5,Medium
57,5,270740,3,5,High
20,20,117052,3,4,Medium
16,13,130808,9,5,High
42,24,285416,7,5,High
56,22,292128,9,2,Medium
38,7,251281,9,2,Medium
18,21,276052,5,4,Medium
40,24,134697,2,1,Medium
37,29,261572,8,4,High
27,21,262842,9,3,Medium
54,17,126299,7,5,High
49,18,195746,8,1,High
6,26,179177,4,2,Low
45,11,190811,2,3,Medium
25,6,193041,3,3,Medium
6,17,44497,4,5,High
31,27,284204,8,2,Medium
13,14,287471,8,1,Low
5,25,122019,2,2,Low
15,5,220326,6,5,Medium
7,25,139017,5,3,Medium
56,16,248220,3,5,High
27,19,135153,4,4,Medium
30,21,63826,9,3,High
8,8,140034,1,5,Medium
22,6,114242,6,1,Medium
59,9,80100,3,1,Medium
10,21,251171,1,1,Low
39,19,42809,5,4,High
26,27,94450,1,2,Low
47,18,141126,9,1,High
19,17,294237,1,4,Low
26,24,74498,6,1,High
41,10,146251,0,4,Medium
56,21,70985,6,1,High
46,10,47718,9,2,High
16,20,92598,4,5,Medium
51,18,76665,0,1,High
53,22,176075,5,5,High
46,21,191938,6,1,High
42,12,183060,0,2,Low
22,19,251516,8,5,Medium
49,15,166746,6,4,High
39,15,231610,0,1,Low
34,9,96446,2,1,Medium
28,29,59072,4,4,High
46,12,63717,3,2,Medium
34,4,248417,1,3,Low
18,6,187723,0,1,Low
10,27,139525,3,4,Medium
7,8,243092,6,3,Medium
20,26,34646,3,1,Medium
11,20,205403,8,5,Medium
56,25,259728,7,4,High
18,8,82107,7,5,High
13,27,274865,4,2,Low
19,25,100729,0,3,Low
25,19,230144,8,4,Medium
39,16,245494,1,1,Low
6,26,282615,5,1,Low
31,13,158331,9,3,High
6,28,190482,4,5,Medium
39,21,129280,9,5,High
22,4,219787,7,4,Medium
18,5,68665,2,4,Medium
24,13,289285,5,5,Medium
22,8,193947,5,4,High
14,16,143828,9,5,High
29,21,162698,2,3,Medium
6,28,120815,6,4,High
29,18,224894,3,5,Medium
58,23,233485,4,4,High
37,24,194714,8,1,Medium
40,26,62356,5,1,High
35,9,295953,9,2,Medium
18,29,271121,3,5,Medium
5,10,227167,7,2,Low
50,21,226322,8,5,High
20,22,45250,9,4,High
58,18,76023,4,5,High
50,24,131350,1,1,Medium
56,29,207696,5,4,High
7,9,46427,7,1,Medium
39,11,240084,4,4,Medium
45,15,164511,0,5,Medium
10,3,248403,7,5,Medium
29,10,108672,8,1,Medium
17,26,47300,0,3,Medium
57,24,49659,7,5,High
38,6,192475,9,3,High
12,5,275259,1,4,Low
25,29,40360,3,3,High
38,5,128035,1,1,Low
8,24,78791,1,2,Medium
29,15,229867,9,2,Low
19,10,63370,2,1,Low
8,9,230903,7,2,Low
49,29,57209,3,1,High
16,3,64579,6,5,High
36,29,123254,9,3,High
36,18,143528,2,2,Medium
32,8,253274,9,5,High
17,9,268292,2,2,Low
35,14,211026,1,4,Medium
18,25,278342,5,1,Low
24,11,249437,5,1,Low
22,29,87803,0,5,Medium
33,13,163624,6,4,High
10,12,86627,3,3,Medium
36,23,207059,2,4,Medium
33,3,75380,7,4,High
47,20,190322,1,3,Medium
6,6,229416,8,3,Medium
27,7,176367,7,4,High
23,11,289125,7,2,Low
35,29,43769,2,2,High
55,19,142035,3,4,High
9,5,205717,1,2,Low
23,18,251815,1,3,Low
38,7,261832,3,3,Medium
14,18,186629,5,2,Medium
29,5,264799,4,3,Low
6,22,198157,0,1,Low
15,17,174542,9,3,Medium
54,5,148643,0,4,High
35,22,240154,5,5,High
19,16,167877,2,2,Low
13,18,243396,2,2,Low
27,19,255956,6,3,Medium
23,26,211844,0,3,Low
13,22,131422,0,5,Medium
39,25,298774,9,5,High
25,20,175931,2,4,Medium
13,20,147556,7,1,Medium
32,24,258495,0,4,Medium
50,16,284809,9,2,Medium
55,20,235384,3,3,Medium
11,17,45021,8,4,High
20,17,230935,3,3,Low
20,8,234222,9,3,Medium
37,29,94361,7,4,High
8,17,128841,6,4,High
8,20,210076,2,5,Medium
43,6,276300,6,1,Medium
44,25,190786,6,5,High
